"year","team","cash_paid","name","position","gCoeff","mean_cash","median_cash","top_cash","bot_cash","players_recorded"
2017,"Steelers",615000,"Anthony Chickillo","edge-rusher",0.660652175195525,2252210.09459459,625385.5,19910000,0,74
2018,"Steelers",1907000,"Anthony Chickillo","edge-rusher",0.662199926516363,2181273.65853659,673358.5,1.7e+07,0,82
2019,"Steelers",3e+06,"Anthony Chickillo","edge-rusher",0.725590404037368,2614121.96296296,658267,4.5e+07,8000,81
2020,"Broncos",856471,"Anthony Chickillo","edge-rusher",0.703336265485936,2386588.14893617,742500,2e+07,0,94
2019,"Packers",10062136,"Rashan Gary","edge-rusher",0.707105902062258,3011006.35443038,661056,29260000,40000,79
2020,"Packers",1216696,"Rashan Gary","edge-rusher",0.731045408558023,2359737.36956522,699344,37052942,0,92
2006,"Bengals",915750,"Ahmad Brooks","edge-rusher",0.571471732987364,2557590.90909091,915750,15750000,425000,11
2007,"Bengals",360000,"Ahmad Brooks","edge-rusher",0.623307357674754,3487980.28571429,397500,14250000,79900,14
2008,"49ers",445000,"Ahmad Brooks","edge-rusher",0.584359899765745,3625717.10526316,1e+06,12250000,370000,19
2009,"49ers",535000,"Ahmad Brooks","edge-rusher",0.603776102908278,2634550.60869565,940000,12670000,88400,23
2010,"49ers",2750000,"Ahmad Brooks","edge-rusher",0.602733094291835,2940029.53125,1163500,16598000,94118,32
2011,"49ers",1500000,"Ahmad Brooks","edge-rusher",0.511497767962574,2587951.57142857,1404875,9387500,286765,42
2012,"49ers",8850000,"Ahmad Brooks","edge-rusher",0.556925452642036,2512008.17307692,1136281,9250000,45882,52
2013,"49ers",3550000,"Ahmad Brooks","edge-rusher",0.568469948883482,1930965.43661972,840844,8380000,0,71
2014,"49ers",5100000,"Ahmad Brooks","edge-rusher",0.610321436923257,1634587.37078652,629895,13073766,6300,89
2015,"49ers",4706250,"Ahmad Brooks","edge-rusher",0.64006279379408,1404957.07142857,570838,11925000,6600,84
2016,"49ers",5750000,"Ahmad Brooks","edge-rusher",0.668932705113976,1606868.57446809,627500,14300000,13800,94
2017,"Packers",3500000,"Ahmad Brooks","edge-rusher",0.718306347050124,2056387.56470588,540000,20650000,7200,85
2012,"Jets",5232036,"Quinton Coples","edge-rusher",0.622832584534089,2247052.09090909,540000,11750000,0,44
2013,"Jets",790127,"Quinton Coples","edge-rusher",0.616127194706632,1471437.61333333,588235,1.1e+07,24000,75
2014,"Jets",1190254,"Quinton Coples","edge-rusher",0.593824619188226,1387784.76,645000,1e+07,12600,75
2015,"Dolphins",534840,"Quinton Coples","edge-rusher",0.742977932457942,1846693.48101266,534840,26500000,0,79
2013,"Seahawks",405000,"Benson Mayowa","edge-rusher",0.637286277771272,1906475.52857143,555000,14500000,36000,70
2014,"Raiders",495000,"Benson Mayowa","edge-rusher",0.63078242201629,1469983.06976744,570000,12323272,6300,86
2015,"Raiders",585000,"Benson Mayowa","edge-rusher",0.640699873814228,1667718.46987952,660000,15177268,6600,83
2016,"Cowboys",4e+06,"Benson Mayowa","edge-rusher",0.621497816408949,1860209.75294118,750000,16800064,0,85
2017,"Cowboys",1500000,"Benson Mayowa","edge-rusher",0.668472760629509,1755070.22891566,624620,14221000,0,83
2018,"Cardinals",1350000,"Benson Mayowa","edge-rusher",0.73151254906468,1647946.50561798,489706,13882500,7600,89
2019,"Raiders",1100000,"Benson Mayowa","edge-rusher",0.713905925391037,2171838.10989011,666152,21322864,8000,91
2020,"Seahawks",3050000,"Benson Mayowa","edge-rusher",0.659513157337789,2059969.76923077,750000,1.8e+07,0,91
2015,"Cardinals",1544696,"Markus Golden","edge-rusher",0.655665362229152,1704587.68604651,588750,11719114,0,86
2016,"Cardinals",613106,"Markus Golden","edge-rusher",0.711663454136957,1761238.45555556,6e+05,18500000,0,90
2017,"Cardinals",791212,"Markus Golden","edge-rusher",0.702531933954964,1957290.24444444,615000,2.2e+07,7200,90
2018,"Cardinals",969318,"Markus Golden","edge-rusher",0.73151254906468,1647946.50561798,489706,13882500,7600,89
2019,"Giants",4750000,"Markus Golden","edge-rusher",0.702888623882584,2189799.75949367,645000,17179768,8000,79
2020,"Cardinals",1559007,"Markus Golden","edge-rusher",0.69725131407602,2672410.21176471,750000,2.9e+07,16800,85
2016,"Texans",379294,"Brennan Scarlett","edge-rusher",0.667380220831577,1931596.81521739,604615,2.1e+07,20700,92
2017,"Texans",498353,"Brennan Scarlett","edge-rusher",0.703647737196547,1561665.78787879,534216,2.4e+07,0,99
2018,"Texans",540000,"Brennan Scarlett","edge-rusher",0.65234717280301,2243263.73255814,747500,13306000,0,86
2019,"Texans",3900000,"Brennan Scarlett","edge-rusher",0.622645678150333,2342500.83908046,871522,13750000,0,87
2020,"Texans",1640625,"Brennan Scarlett","edge-rusher",0.70446090220846,2753477.04347826,750000,29354247,24000,92
2018,"Saints",8554108,"Marcus Davenport","edge-rusher",0.680430529323738,2107777.27848101,630000,2.7e+07,0,79
2019,"Saints",1104632,"Marcus Davenport","edge-rusher",0.68594487498677,2495279.9,703976,2.3e+07,8000,80
2020,"Saints",1729264,"Marcus Davenport","edge-rusher",0.696379139982879,2714388.97802198,809000,2.5e+07,0,91
2017,"Eagles",7951172,"Derek Barnett","edge-rusher",0.617654360404874,2416378.25,842500,16250000,7200,84
2018,"Eagles",1049136,"Derek Barnett","edge-rusher",0.642193704447163,2176567.27058824,697059,11500000,10000,85
2019,"Eagles",1633272,"Derek Barnett","edge-rusher",0.674644484527342,2930572.05063291,720000,17087683,0,79
2020,"Eagles",2217408,"Derek Barnett","edge-rusher",0.720448561996264,2906627.83146067,750000,39383000,0,89
2009,"Chargers",2570000,"Larry English","edge-rusher",0.630332562386404,3627843.75,1365000,25550000,385000,16
2010,"Chargers",7957500,"Larry English","edge-rusher",0.560191511612713,3257469.94117647,1664000,12600000,280824,17
2011,"Chargers",740000,"Larry English","edge-rusher",0.616616230855155,3199717.03846154,1134180,1.4e+07,0,26
2012,"Chargers",1007500,"Larry English","edge-rusher",0.58780178309017,2298733.42857143,840900,10400000,45882,35
2013,"Chargers",1275000,"Larry English","edge-rusher",0.566220215687661,1689267.27692308,730000,1.2e+07,47647,65
2014,"Buccaneers",807059,"Larry English","edge-rusher",0.712504287491898,1639543.27848101,532000,20300000,12600,79
2015,"Buccaneers",493000,"Larry English","edge-rusher",0.677479308867078,1456591.68292683,585000,17132292,6600,82
2016,"Jets",1173920,"Jordan Jenkins","edge-rusher",0.728714867957995,1852427.08888889,534398,2.2e+07,0,90
2017,"Jets",560000,"Jordan Jenkins","edge-rusher",0.676448642059871,1607335.84615385,610060,1.5e+07,0,91
2018,"Jets",650000,"Jordan Jenkins","edge-rusher",0.689767947558915,2285796.26136364,681240,2.6e+07,15200,88
2019,"Jets",2025000,"Jordan Jenkins","edge-rusher",0.685627163524819,2000756.74489796,659912,22172724,16000,98
2020,"Jets",3625000,"Jordan Jenkins","edge-rusher",0.647402799572637,1715430.48421053,750000,11585304,25200,95
2018,"Cardinals",486000,"Dennis Gardeck","edge-rusher",0.73151254906468,1647946.50561798,489706,13882500,7600,89
2019,"Cardinals",570000,"Dennis Gardeck","edge-rusher",0.704999284600278,2121576.85185185,645000,24084924,0,81
2020,"Cardinals",750000,"Dennis Gardeck","edge-rusher",0.69725131407602,2672410.21176471,750000,2.9e+07,16800,85
2019,"Panthers",8362404,"Brian Burns","edge-rusher",0.694725314794054,2249571.48837209,633920,23252000,8000,86
2020,"Panthers",1110463,"Brian Burns","edge-rusher",0.703680754037416,2309956.88372093,750000,2.4e+07,7500,86
2014,"Jets",107100,"Kerry Hyder","edge-rusher",0.593824619188226,1387784.76,645000,1e+07,12600,75
2015,"Lions",25588,"Kerry Hyder","edge-rusher",0.626531551652683,1474020.64556962,619356,1.3e+07,19800,79
2016,"Lions",450000,"Kerry Hyder","edge-rusher",0.671241861189152,1906271.5,6e+05,1.7e+07,0,84
2017,"Lions",540000,"Kerry Hyder","edge-rusher",0.73983030237609,2467793.59090909,615000,5.1e+07,0,88
2018,"Lions",555000,"Kerry Hyder","edge-rusher",0.683465286550028,2064429.80232558,648500,17143000,7600,86
2019,"Cowboys",1e+06,"Kerry Hyder","edge-rusher",0.68990140824206,2289542.29761905,697500,31100000,16000,84
2020,"49ers",1500000,"Kerry Hyder","edge-rusher",0.722758384910332,2260501.51851852,719765.5,25200000,8400,108
2013,"Steelers",5116272,"Jarvis Jones","edge-rusher",0.604642698265486,1520887.43661972,630000,11600000,0,71
2014,"Steelers",800705,"Jarvis Jones","edge-rusher",0.639691094952282,1978751.5,795000,1.4e+07,18900,70
2015,"Steelers",1196410,"Jarvis Jones","edge-rusher",0.669460262516779,1854513.13793103,745000,35250000,30000,87
2016,"Steelers",1592115,"Jarvis Jones","edge-rusher",0.690224691786732,1769544.94117647,6e+05,18070000,0,85
2010,"Bills",432000,"Arthur Moats","edge-rusher",0.501412246535159,1461564.61904762,790000,5100000,110588,21
2011,"Bills",450000,"Arthur Moats","edge-rusher",0.659856791740349,2284825.45454545,790908,13716672,22059,33
2012,"Bills",540000,"Arthur Moats","edge-rusher",0.676130303591388,2299879.11363636,627500,2.5e+07,45882,44
2013,"Bills",1323000,"Arthur Moats","edge-rusher",0.629306105535102,1824800.35483871,620572.5,15400000,23824,62
2014,"Steelers",795000,"Arthur Moats","edge-rusher",0.639691094952282,1978751.5,795000,1.4e+07,18900,70
2015,"Steelers",2750000,"Arthur Moats","edge-rusher",0.669460262516779,1854513.13793103,745000,35250000,30000,87
2016,"Steelers",2500000,"Arthur Moats","edge-rusher",0.690224691786732,1769544.94117647,6e+05,18070000,0,85
2017,"Steelers",2250000,"Arthur Moats","edge-rusher",0.660652175195525,2252210.09459459,625385.5,19910000,0,74
2004,"Cardinals",40588,"Antonio Smith","edge-rusher",0.646854650542414,2227908.44444444,8e+05,11250000,40588,9
2005,"Cardinals",233235,"Antonio Smith","edge-rusher",0.566486521615529,2051124.9,896139.5,6500000,233235,10
2006,"Cardinals",425000,"Antonio Smith","edge-rusher",0.485971966911765,4352000,3621250,11110000,425000,10
2007,"Cardinals",510000,"Antonio Smith","edge-rusher",0.419849832773182,2349057.69230769,2210000,7e+06,297500,13
2008,"Cardinals",2017000,"Antonio Smith","edge-rusher",0.540783510412419,4841892.85714286,2258500,17100000,370000,14
2009,"Texans",15500000,"Antonio Smith","edge-rusher",0.611705390463636,4048259.54545455,1632500,1.7e+07,127647,22
2010,"Texans",3900000,"Antonio Smith","edge-rusher",0.600618857843189,2887274.1,954300,14500000,110588,30
2011,"Texans",4600000,"Antonio Smith","edge-rusher",0.613029901007535,2944943.07317073,8e+05,1.8e+07,123529,41
2012,"Texans",5500000,"Antonio Smith","edge-rusher",0.684094369821074,2728894.24528302,715000,22450000,57000,53
2013,"Texans",5647059,"Antonio Smith","edge-rusher",0.63895182443094,1455020.02666667,555000,10500000,0,75
2014,"Raiders",5e+06,"Antonio Smith","edge-rusher",0.63078242201629,1469983.06976744,570000,12323272,6300,86
2015,"Broncos",2e+06,"Antonio Smith","edge-rusher",0.673092862079873,2093887.13513514,688235.5,2.2e+07,0,74
2016,"Texans",811176,"Antonio Smith","edge-rusher",0.667380220831577,1931596.81521739,604615,2.1e+07,20700,92
2012,"Bears",4839744,"Shea McClellin","edge-rusher",0.580810499833908,1946920.95555556,835200,9800000,0,45
2013,"Bears",765609,"Shea McClellin","edge-rusher",0.623661217309012,2331588.95081967,765609,13200000,36000,61
2014,"Bears",1141218,"Shea McClellin","edge-rusher",0.709690050440109,1652692.7,554717.5,22500000,12600,80
2015,"Bears",1516827,"Shea McClellin","edge-rusher",0.687723035988011,1416680.86363636,510000,15500000,13200,88
2016,"Patriots",3900000,"Shea McClellin","edge-rusher",0.640532314606896,1941340.61842105,705859,28764706,6900,76
2017,"Patriots",2100000,"Shea McClellin","edge-rusher",0.648397415409914,1949163.11111111,826812,22906250,0,90
2008,"Chiefs",138824,"Wallace Gilberry","edge-rusher",0.605955488052471,1619766.86666667,650000,6753250,46800,15
2009,"Chiefs",385000,"Wallace Gilberry","edge-rusher",0.653125953516921,3034162.2,870000,1.6e+07,335250,15
2010,"Chiefs",470000,"Wallace Gilberry","edge-rusher",0.579107302216734,4138485.26315789,1860000,13575000,395000,19
2011,"Chiefs",1835000,"Wallace Gilberry","edge-rusher",0.579978000635734,3846215.58064516,1835000,18975000,91200,31
2012,"Bengals",617647,"Wallace Gilberry","edge-rusher",0.519523935008603,1657308.10869565,715125,6700000,91765,46
2013,"Bengals",2650000,"Wallace Gilberry","edge-rusher",0.6359481531057,1911776.61333333,717300,1.9e+07,0,75
2014,"Bengals",1500000,"Wallace Gilberry","edge-rusher",0.615375697736566,1625021.07594937,643788,18086027,18900,79
2015,"Bengals",1850000,"Wallace Gilberry","edge-rusher",0.632658413380998,2087732.21917808,882576,26750000,0,73
2016,"Bengals",416471,"Wallace Gilberry","edge-rusher",0.618991025976456,2054715.16,675000,10700000,26471,75
2013,"49ers",2383312,"Tank Carradine","edge-rusher",0.568469948883482,1930965.43661972,840844,8380000,0,71
2014,"49ers",629895,"Tank Carradine","edge-rusher",0.610321436923257,1634587.37078652,629895,13073766,6300,89
2015,"49ers",854789,"Tank Carradine","edge-rusher",0.64006279379408,1404957.07142857,570838,11925000,6600,84
2016,"49ers",2329684,"Tank Carradine","edge-rusher",0.668932705113976,1606868.57446809,627500,14300000,13800,94
2017,"49ers",1400000,"Tank Carradine","edge-rusher",0.703326080724285,1685760.88888889,588235,19080912,14400,99
2014,"Chargers",1796800,"Jeremiah Attaochu","edge-rusher",0.635229130255372,1447380.43902439,645000,13800000,12600,82
2015,"Chargers",611050,"Jeremiah Attaochu","edge-rusher",0.735950432160008,1863272.3372093,585000,37500000,6600,86
2016,"Chargers",802100,"Jeremiah Attaochu","edge-rusher",0.690726458148403,1877167.05376344,579680,17467216,20700,93
2017,"Chargers",993150,"Jeremiah Attaochu","edge-rusher",0.696746788359667,1807181.88505747,615000,22750000,7200,87
2018,"Jets",1250000,"Jeremiah Attaochu","edge-rusher",0.689767947558915,2285796.26136364,681240,2.6e+07,15200,88
2019,"Broncos",615588,"Jeremiah Attaochu","edge-rusher",0.707506120204219,2156195.04395604,615588,18500000,0,91
2020,"Broncos",1703125,"Jeremiah Attaochu","edge-rusher",0.703336265485936,2386588.14893617,742500,2e+07,0,94
2020,"Jaguars",7875172,"K'Lavon Chaisson","edge-rusher",0.671472106323755,1568113.82978723,675000,1.5e+07,16800,94
2009,"Raiders",1162250,"Matt Shaughnessy","edge-rusher",0.632135656560769,4008468.47368421,1910000,20417500,36471,19
2010,"Raiders",395000,"Matt Shaughnessy","edge-rusher",0.64107839608462,3116518.66666667,1025422.5,16592000,282353,24
2011,"Raiders",525000,"Matt Shaughnessy","edge-rusher",0.600287252339593,2728381.29411765,1070688,16250000,370588,34
2012,"Raiders",1260000,"Matt Shaughnessy","edge-rusher",0.640105085474462,1825859.63829787,562973,1.5e+07,0,47
2013,"Cardinals",1200000,"Matt Shaughnessy","edge-rusher",0.56905505032384,1684027.44444444,806647.5,13250000,72000,72
2014,"Cardinals",2325000,"Matt Shaughnessy","edge-rusher",0.672960019070933,1912103.30379747,795000,1.9e+07,12600,79
2010,"Buccaneers",56471,"George Johnson","edge-rusher",0.688288771244781,2801367.31578947,395000,18087500,56471,19
2011,"Buccaneers",244765,"George Johnson","edge-rusher",0.642417591004115,2080847.93103448,525000,11148750,0,29
2012,"Vikings",63529,"George Johnson","edge-rusher",0.612818031294991,1926969.85714286,617500,13208620,0,49
2014,"Lions",730000,"George Johnson","edge-rusher",0.605873316704626,1393832.44155844,645423,12675000,18900,77
2015,"Buccaneers",2750000,"George Johnson","edge-rusher",0.677479308867078,1456591.68292683,585000,17132292,6600,82
2016,"Buccaneers",2e+06,"George Johnson","edge-rusher",0.665944288725703,1798802.02352941,6e+05,12500000,6900,85
2017,"Saints",136765,"George Johnson","edge-rusher",0.679080373030915,1634539.22826087,540000,1.3e+07,0,92
2017,"Dolphins",6491528,"Charles Harris","edge-rusher",0.668264938179009,2034789.7804878,678474,1.8e+07,14400,82
2018,"Dolphins",957908,"Charles Harris","edge-rusher",0.659443310138473,2211129.90123457,705000,17500000,30000,81
2019,"Dolphins",1450816,"Charles Harris","edge-rusher",0.708003410966166,1502299.78431373,504500,15285641,16000,102
2020,"Falcons",1943724,"Charles Harris","edge-rusher",0.686531394761307,2549129.08974359,872941.5,22200000,8400,78
2010,"Packers",370354,"C.J. Wilson","edge-rusher",0.615420070069498,2868344.02941176,1138500,13043000,23235,34
2011,"Packers",450000,"C.J. Wilson","edge-rusher",0.617828214360861,2383018.89361702,6e+05,10962500,0,47
2012,"Packers",540000,"C.J. Wilson","edge-rusher",0.613132977933414,1754867.79365079,540000,10937500,0,63
2013,"Packers",630000,"C.J. Wilson","edge-rusher",0.697885537871242,2185149.06493506,630000,4e+07,23824,77
2014,"Raiders",795000,"C.J. Wilson","edge-rusher",0.63078242201629,1469983.06976744,570000,12323272,6300,86
2015,"Lions",494188,"C.J. Wilson","edge-rusher",0.626531551652683,1474020.64556962,619356,1.3e+07,19800,79
2016,"Bears",312941,"C.J. Wilson","edge-rusher",0.690771313100399,1736159.49450549,6e+05,1.6e+07,6900,91
2013,"Colts",4527836,"Bjoern Werner","edge-rusher",0.614731436348196,1804939.64556962,630000,15500000,23824,79
2014,"Colts",763927,"Bjoern Werner","edge-rusher",0.589117098620509,1484243.1686747,575000,1e+07,0,83
2015,"Colts",1122854,"Bjoern Werner","edge-rusher",0.66966488349321,1896102.41860465,619000,1.8e+07,6600,86
2017,"Saints",615480,"Al-Quadin Muhammad","edge-rusher",0.679080373030915,1634539.22826087,540000,1.3e+07,0,92
2018,"Colts",391765,"Al-Quadin Muhammad","edge-rusher",0.697212344359531,1584963.45054945,555000,1.8e+07,0,91
2019,"Colts",645000,"Al-Quadin Muhammad","edge-rusher",0.669717789207471,2260662.2962963,678457,14900000,16000,81
2020,"Colts",2133000,"Al-Quadin Muhammad","edge-rusher",0.721225554552495,2572899.31707317,750000,2.5e+07,8400,82
2015,"Broncos",5326924,"Shane Ray","edge-rusher",0.673092862079873,2093887.13513514,688235.5,2.2e+07,0,74
2016,"Broncos",849495,"Shane Ray","edge-rusher",0.731308520712263,2163576.18518519,550356,25500000,0,81
2017,"Broncos",1263990,"Shane Ray","edge-rusher",0.691453517663339,1916189.39325843,615000,16500000,0,89
2018,"Broncos",1678485,"Shane Ray","edge-rusher",0.716995587984556,2087656.70652174,630000,1.9e+07,10000,92
2011,"Cardinals",849428,"Sam Acho","edge-rusher",0.668835299099275,3743020,849428,2e+07,74100,27
2012,"Cardinals",465000,"Sam Acho","edge-rusher",0.666214865552892,2210937.58695652,615000,20250000,0,46
2013,"Cardinals",555000,"Sam Acho","edge-rusher",0.56905505032384,1684027.44444444,806647.5,13250000,72000,72
2014,"Cardinals",1431000,"Sam Acho","edge-rusher",0.672960019070933,1912103.30379747,795000,1.9e+07,12600,79
2015,"Bears",701176,"Sam Acho","edge-rusher",0.687723035988011,1416680.86363636,510000,15500000,13200,88
2016,"Bears",840000,"Sam Acho","edge-rusher",0.690771313100399,1736159.49450549,6e+05,1.6e+07,6900,91
2017,"Bears",855000,"Sam Acho","edge-rusher",0.683145301322382,1973244.58888889,665774,19719500,7200,90
2018,"Bears",3e+06,"Sam Acho","edge-rusher",0.687367505173912,2801152.7012987,733660,4.1e+07,38000,77
2019,"Buccaneers",437647,"Sam Acho","edge-rusher",0.723299725917224,2383073.3372093,645000,20922000,8000,86
2019,"Washington",6981372,"Montez Sweat","edge-rusher",0.702611905866641,1876193.93548387,638235,15825000,16000,93
